set	Id	Date	Time	Center.dep	Sv.mean	Area	Trans.tilt	AlongBeamSize	AlongRingSize	Dudoso	Pulso	Rango	Frecuency	Diancia del Banco (m)
60	45	29122018	095725	5.43	-43.93	6730.3	-1.49	75.17	454.87	0	6000	500	76	189.8107926
60	45	29122018	095726	5.96	-42.4	6763.7	-1.49	73.98	437.74	0	6000	500	76	194.0229766
60	45	29122018	095727	5.78	-42.5	8188.4	-1.49	74.26	580.56	0	6000	500	76	194.0229766
60	45	29122018	095728	5.98	-48.21	6981.7	-1.49	66.78	575.51	0	6000	500	76	194.0229766
60	46	29122018	095729	4.79	-44.85	10110.1	-1.49	94.76	565.79	0	6000	500	76	179.302538
60	46	29122018	095731	5.21	-43.38	10110.1	-1.49	94.76	565.79	0	6000	500	76	179.302538
60	46	29122018	095731	5.52	-46.48	10110.1	-1.49	94.76	565.79	0	6000	500	76	179.302538
60	47	29122018	095733	5.49	-46.79	9715.6	-1.49	87.73	530.63	0	6000	500	76	176.0964432
60	47	29122018	095734	5.36	-46.21	9715.6	-1.49	87.73	530.63	0	6000	500	76	176.0964432
60	47	29122018	095735	5.32	-47.1	9715.6	-1.49	87.73	530.63	0	6000	500	76	176.0964432
60	48	29122018	095736	4.61	-46.25	11613	-1.49	114.86	541.92	0	6000	500	76	179.302538
60	48	29122018	095738	4.98	-46.58	11613	-1.49	114.86	541.92	0	6000	500	76	179.302538
60	48	29122018	095738	4.85	-46.35	11613	-1.49	114.86	541.92	0	6000	500	76	179.302538
60	49	29122018	095739	4.7	-45.13	8551.7	-1.49	104.32	346.36	0	6000	500	76	156.902234
60	49	29122018	095741	4.76	-44.3	9282.9	-1.49	112.12	363.45	0	6000	500	76	156.902234
60	49	29122018	095742	4.34	-45.14	7716.7	-1.49	107.07	350.01	0	6000	500	76	156.902234
60	49	29122018	095743	4.58	-45.46	9284.2	-1.49	116.89	393.16	0	6000	500	76	145.3891743
60	49	29122018	095745	4.61	-45.85	9072.4	-1.49	101.94	363.5	0	6000	500	76	145.3891743
60	49	29122018	095746	4.62	-45.39	9033.9	-1.49	103.51	360.83	0	6000	500	76	145.3891743
60	49	29122018	095747	4.61	-45.52	9692	-1.49	111.33	420.52	0	6000	500	76	139.764771
60	49	29122018	095748	4.33	-45.77	10619.4	-1.49	117.94	420.77	0	6000	500	76	139.764771
60	49	29122018	095750	4.26	-45.78	10471.9	-1.49	110.31	420.77	0	6000	500	76	139.764771
60	49	29122018	095751	4.36	-45.66	8725.9	-1.49	89.26	385.79	0	6000	500	76	127.4453567
60	49	29122018	095752	4.29	-45.78	9099.8	-1.49	89.38	407.78	0	6000	500	76	127.4453567
60	50	29122018	095751	3	-49.2	129.2	-1.49	4.22	138.03	0	6000	500	76	127.4453567
60	50	29122018	095752	3.01	-49.26	139.4	-1.49	4.72	138.14	0	6000	500	76	127.4453567
60	50	29122018	095753	4.36	-45.22	9410.2	-1.49	94.72	422.87	0	6000	500	76	127.4453567
60	50	29122018	095755	4.38	-46.14	8809	-1.49	93.48	422.66	0	6000	500	76	123.9230419
60	50	29122018	095756	4.43	-45.61	8568.3	-1.49	95.29	427.16	0	6000	500	76	123.9230419
60	50	29122018	095757	4.3	-46.51	8317.8	-1.49	95.96	398.79	0	6000	500	76	123.9230419
60	50	29122018	095758	4.38	-46.87	7816.6	-1.49	96.74	394.86	0	6000	500	76	119.3392191
60	50	29122018	095800	4.23	-47.08	7338	-1.49	99.1	359.7	0	6000	500	76	119.3392191
60	50	29122018	095801	4.12	-46.72	7964.1	-1.49	99.08	389.97	0	6000	500	76	119.3392191
60	50	29122018	095802	4.17	-46.08	7071.1	-1.49	101.77	337.76	0	6000	500	76	117.4443426
60	50	29122018	095803	4.02	-45.98	8646.3	-1.49	101.77	379.99	0	6000	500	76	117.4443426
60	50	29122018	095804	4.01	-44.96	7579.3	-1.49	86.59	379.99	0	6000	500	76	117.4443426
60	51	29122018	095809	5.3	-49.3	281	-1.49	7.8	159.87	0	6000	500	76	108.3849661
60	51	29122018	095810	5.3	-49.45	347.2	-1.49	8.44	197.55	0	6000	500	76	108.3849661
60	51	29122018	095811	4.86	-47.08	503	-1.49	29.75	177.7	0	6000	500	76	108.3849661
60	51	29122018	095813	3.9	-45.95	8661.3	-1.49	117.48	386.44	0	6000	500	76	100.481193
60	51	29122018	095814	3.94	-47.37	8747.5	-1.49	117.63	374.09	0	6000	500	76	100.481193
60	51	29122018	095815	3.97	-47.46	8287.4	-1.49	114.67	374.94	0	6000	500	76	100.481193
60	51	29122018	095816	4.14	-47.19	8102.5	-1.49	120.56	359.49	0	6000	500	76	97.90144973
60	51	29122018	095817	4.03	-46.77	7442.5	-1.49	112.69	352.56	0	6000	500	76	97.90144973
60	51	29122018	095819	5.23	-50.09	786.3	-1.49	22.17	204.24	0	6000	500	76	97.90144973
60	51	29122018	095820	3.93	-46.81	8430.8	-1.49	115.53	393.96	0	6000	500	76	88.21360165
60	51	29122018	095821	3.99	-46.74	8737.6	-1.49	116.96	394.3	0	6000	500	76	88.21360165
60	51	29122018	095822	3.98	-46.69	8264.8	-1.49	110.59	368.68	0	6000	500	76	88.21360165
60	51	29122018	095823	4.03	-46.34	8256.1	-1.49	112.79	388.01	0	6000	500	76	78.05046121
60	51	29122018	095824	4.09	-46.75	8491.4	-1.49	109	390.25	0	6000	500	76	78.05046121
60	51	29122018	095826	4.15	-47.08	8604.5	-1.49	111.55	388.4	0	6000	500	76	78.05046121
60	51	29122018	095827	4.21	-46.82	6643.1	-1.49	93.14	352.74	0	6000	500	76	59.32146121
60	51	29122018	095828	4.26	-47.02	7028.9	-1.49	94.26	372	0	6000	500	76	59.32146121
60	51	29122018	095829	4.24	-47.24	6187.3	-1.49	91.81	341	0	6000	500	76	59.32146121
60	52	29122018	095830	4.02	-47.89	10068.9	-1.49	103.87	488.17	0	6000	500	76	179.302538
60	52	29122018	095832	4.06	-47.34	10068.9	-1.49	103.87	488.17	0	6000	500	76	179.302538
60	52	29122018	095833	3.93	-47.6	10068.9	-1.49	103.87	488.17	0	6000	500	76	179.302538
60	53	29122018	095833	3.94	-47.67	9155.3	-1.49	88.59	484.69	0	6000	500	76	35.45921131
60	53	29122018	095835	3.98	-47.8	9155.3	-1.49	88.59	484.69	0	6000	500	76	35.45921131
60	53	29122018	095836	4.06	-47.93	9155.3	-1.49	88.59	484.69	0	6000	500	76	35.45921131
60	54	29122018	095837	4.3	-46.83	10453.2	-1.49	98.13	504.81	0	6000	500	76	179.302538
60	54	29122018	095838	4.17	-46.95	10453.2	-1.49	98.13	504.81	0	6000	500	76	179.302538
60	54	29122018	095840	4.38	-47.29	10453.2	-1.49	98.13	504.81	0	6000	500	76	179.302538
60	55	29122018	095841	4.39	-47.46	8517.8	-1.49	87.25	514.54	0	6000	500	76	12.307238
60	55	29122018	095842	4.43	-48.18	9571.7	-1.49	94.1	514.54	0	6000	500	76	12.307238
60	55	29122018	095843	4.4	-48.06	8765.8	-1.49	90.33	484.12	0	6000	500	76	12.307238
60	55	29122018	095844	4.5	-46.7	8664.7	-1.49	86.44	477.85	0	6000	500	76	16.00943178
60	55	29122018	095846	4.49	-46.84	10231.5	-1.49	87.73	577.34	0	6000	500	76	16.00943178
60	55	29122018	095847	4.54	-46.45	9845.8	-1.49	87.09	577.34	0	6000	500	76	16.00943178
60	56	29122018	095847	4.7	-47.38	11621.9	-1.49	89.26	564.54	0	6000	500	76	179.302538
60	56	29122018	095849	4.9	-47.01	11621.9	-1.49	89.26	564.54	0	6000	500	76	179.302538
60	56	29122018	095850	4.8	-47.48	11621.9	-1.49	89.26	564.54	0	6000	500	76	179.302538
60	57	29122018	095851	4.8	-47.7	12411.6	-1.49	94.17	532.43	0	6000	500	76	15.03800659
60	57	29122018	095852	4.86	-47.12	13307.1	-1.49	101.01	550.32	0	6000	500	76	15.03800659
60	57	29122018	095854	4.78	-46.9	12626.8	-1.49	100.08	517.76	0	6000	500	76	15.03800659
60	57	29122018	095855	4.86	-46.64	13518.3	-1.49	103.2	544.05	0	6000	500	76	8.44331987
60	57	29122018	095856	4.98	-47.07	13436.1	-1.49	105.85	569.06	0	6000	500	76	8.44331987
60	57	29122018	095857	5	-47.33	12763.1	-1.49	98.29	569.06	0	6000	500	76	8.44331987
60	57	29122018	095859	5	-47.46	12722	-1.49	106.49	545.62	0	6000	500	76	15.80145045
60	57	29122018	095900	5.51	-45.21	11722.7	-1.49	110.59	520.2	0	6000	500	76	15.80145045
60	57	29122018	095901	5.65	-46.28	10813.6	-1.49	117.6	454.64	0	6000	500	76	15.80145045
60	57	29122018	095902	5.1	-48.84	8349.8	-1.49	103.7	474	0	6000	500	76	26.0160688
60	57	29122018	095903	5.08	-48.7	9795.9	-1.49	112.88	577.1	0	6000	500	76	26.0160688
60	57	29122018	095905	5.17	-49.57	5882.5	-1.49	63.41	575.21	0	6000	500	76	26.0160688
60	58	29122018	095905	5.24	-48.33	10746.3	-1.49	110.19	554.12	0	6000	500	76	179.302538
60	58	29122018	095907	5.42	-48.18	10746.3	-1.49	110.19	554.12	0	6000	500	76	179.302538
60	58	29122018	095908	5.31	-47.8	10746.3	-1.49	110.19	554.12	0	6000	500	76	179.302538
60	59	29122018	095909	5.57	-47.8	10878.1	-1.49	100.84	477.29	0	6000	500	76	11.75766325
60	59	29122018	095910	5.75	-47.91	11379.6	-1.49	101.08	504.21	0	6000	500	76	11.75766325
60	59	29122018	095911	5.88	-46.22	9753.2	-1.49	98.84	469.01	0	6000	500	76	11.75766325
60	59	29122018	095912	5.78	-47.82	11222.2	-1.49	107.38	559.78	0	6000	500	76	7.778927603
60	59	29122018	095913	5.67	-48.14	12459.2	-1.49	112.24	532.23	0	6000	500	76	7.778927603
60	59	29122018	095915	6.13	-48.46	12869.9	-1.49	107.9	554.63	0	6000	500	76	7.778927603
60	59	29122018	095916	6.07	-48.27	11301.6	-1.49	101.25	546.85	0	6000	500	76	5.260270707
60	59	29122018	095917	6.36	-47.13	13656.2	-1.49	111.93	716.02	0	6000	500	76	5.260270707
60	59	29122018	095918	6.21	-47.87	12573.2	-1.49	105.99	716.02	0	6000	500	76	5.260270707
60	60	29122018	095920	6.59	-49.02	14438.3	-1.49	105.85	653.95	0	6000	500	76	179.302538
60	60	29122018	095921	6.48	-46.4	14438.3	-1.49	105.85	653.95	0	6000	500	76	179.302538
60	60	29122018	095922	6.5	-48.45	14438.3	-1.49	105.85	653.95	0	6000	500	76	179.302538
60	61	29122018	095923	6.66	-48.4	6149.1	-1.49	95.31	415.58	0	6000	500	76	22.77074728
60	61	29122018	095924	7.09	-47.82	8361.5	-1.49	88.04	463.58	0	6000	500	76	27.89105537
60	61	29122018	095925	6.74	-48.27	6159.1	-1.49	84.66	462.76	0	6000	500	76	27.89105537
60	61	29122018	095926	6.14	-47.27	6349.7	-1.49	81.1	425.24	0	6000	500	76	35.24564716
60	61	29122018	095927	6.46	-48.99	9233.9	-1.49	104.09	600.45	0	6000	500	76	35.24564716
60	61	29122018	095928	6.2	-48.29	4449.9	-1.49	77.6	418.8	0	6000	500	76	35.24564716
60	62	29122018	095933	7.22	-50.01	2328.9	-1.49	20.1	565.34	0	6000	500	76	48.52253719
60	62	29122018	095934	7.22	-49.19	2328.9	-1.49	20.1	565.34	0	6000	500	76	48.52253719
60	62	29122018	095935	7.23	-50.28	2328.9	-1.49	20.1	565.34	0	6000	500	76	48.52253719
60	63	29122018	095933	6.38	-48.1	3734.9	-1.49	38.74	481.93	0	6000	500	76	48.52253719
60	63	29122018	095934	6.44	-49.8	3734.9	-1.49	38.74	481.93	0	6000	500	76	48.52253719
60	63	29122018	095935	6.44	-50.16	3734.9	-1.49	38.74	481.93	0	6000	500	76	48.52253719
60	64	29122018	095947	7.47	-47	8630.2	-1.49	55.67	714.03	0	6000	500	76	179.302538
60	64	29122018	095948	7.51	-49	8630.2	-1.49	55.67	714.03	0	6000	500	76	179.302538
60	64	29122018	095950	7.63	-47.35	8630.2	-1.49	55.67	714.03	0	6000	500	76	179.302538
60	65	29122018	100519	9.47	-49.08	9129.9	-1.49	78.91	511.54	0	6000	500	76	179.302538
60	65	29122018	100520	9.46	-47.63	9277.5	-1.49	78.91	511.54	0	6000	500	76	179.302538
60	65	29122018	100521	9.43	-48.26	9277.5	-1.49	78.91	511.54	0	6000	500	76	179.302538
60	66	29122018	100533	9.12	-48.43	14789.1	-1.49	130.21	518.03	0	6000	500	76	223.4143352
60	66	29122018	100534	9.29	-47.2	15482.8	-1.49	130.21	518.03	0	6000	500	76	223.4143352
60	66	29122018	100536	9.19	-46.31	15454.7	-1.49	130.21	518.03	0	6000	500	76	223.4143352
60	67	29122018	100537	8.9	-47.75	16780.8	-1.49	130.26	578.66	0	6000	500	76	179.302538
60	67	29122018	100538	8.95	-47.93	17055.5	-1.49	130.26	578.66	0	6000	500	76	179.302538
60	67	29122018	100539	8.98	-46.88	16925.1	-1.49	130.26	578.66	0	6000	500	76	179.302538
60	68	29122018	100540	8.73	-47.93	18307.5	-1.49	145.57	551.47	0	6000	500	76	226.9271284
60	68	29122018	100542	8.69	-47.87	19025.3	-1.49	185.45	513.6	0	6000	500	76	226.9271284
60	68	29122018	100543	8.42	-47.37	16103.1	-1.49	136.41	512.69	0	6000	500	76	226.9271284
60	68	29122018	100544	8.87	-47.79	19231.7	-1.49	148.79	605.74	0	6000	500	76	230.3827577
60	68	29122018	100545	8.65	-47.55	22822.6	-1.49	173.17	594.28	0	6000	500	76	230.3827577
60	68	29122018	100546	8.45	-47.51	19602.5	-1.49	164.16	557.76	0	6000	500	76	230.3827577
60	69	29122018	100547	7.85	-47.61	15434.9	-1.49	133.46	544.28	0	6000	500	76	179.302538
60	69	29122018	100548	7.89	-47.99	15544	-1.49	133.46	544.28	0	6000	500	76	179.302538
60	69	29122018	100549	7.9	-47.87	15903.5	-1.49	133.46	544.28	0	6000	500	76	179.302538
60	70	29122018	100551	7.51	-47.77	11765.9	-1.49	112.24	524.69	0	6000	500	76	240.8128644
60	70	29122018	100552	7.18	-47.22	10026.1	-1.49	114.55	480.84	0	6000	500	76	240.8128644
60	70	29122018	100553	7.33	-47.79	10610.1	-1.49	103.16	537.54	0	6000	500	76	240.8128644
60	70	29122018	100554	7.33	-47.8	11472.8	-1.49	121.35	474.71	0	6000	500	76	244.7972207
60	70	29122018	100555	7.26	-47.89	11676.6	-1.49	109.19	535.06	0	6000	500	76	244.7972207
60	70	29122018	100556	7.22	-48.55	10559	-1.49	107.28	507.25	0	6000	500	76	244.7972207
60	70	29122018	100557	7.48	-48.98	8132.2	-1.49	78.34	523.68	0	6000	500	76	254.4439656
60	70	29122018	100558	7.45	-47.81	9309.6	-1.49	118.94	501.07	0	6000	500	76	254.4439656
60	70	29122018	100600	7.38	-49.19	7505.7	-1.49	88.88	480.17	0	6000	500	76	254.4439656
60	71	29122018	100746	9.16	-49.89	287.8	-1.49	4.53	346.24	0	6000	500	76	291.2449699
60	71	29122018	100747	9.3	-49.67	650.2	-1.49	10.94	284.07	0	6000	500	76	292.8477275
60	71	29122018	100747	9.26	-47.29	945.7	-1.49	16.81	355.37	0	6000	500	76	292.8477275
60	71	29122018	100749	9.23	-48.89	796.9	-1.49	16	279	0	6000	500	76	292.8477275
60	71	29122018	100750	9.83	-49.41	122.5	-1.49	2.69	222.35	0	6000	500	76	296.9771703
60	71	29122018	100751	8.97	-49.46	2071.5	-1.49	30.54	421.47	0	6000	500	76	296.9771703
60	71	29122018	100752	8.82	-49.41	3280.7	-1.49	36.52	513.65	0	6000	500	76	296.9771703
60	71	29122018	100753	8.84	-49.63	4644.3	-1.49	50.64	536.05	0	6000	500	76	297.2975929
60	71	29122018	100754	8.73	-49.44	4816.8	-1.49	46.85	739.79	0	6000	500	76	297.2975929
60	71	29122018	100755	8.54	-49.36	5099.8	-1.49	39.91	820.3	0	6000	500	76	297.2975929
60	71	29122018	100757	8.8	-48.96	4627.4	-1.49	44.82	541.21	0	6000	500	76	295.0759699
60	71	29122018	100758	8.66	-48.63	6815.4	-1.49	56.62	574.4	0	6000	500	76	295.0759699
60	71	29122018	100759	8.67	-48.03	5938.2	-1.49	49.37	619.46	0	6000	500	76	295.0759699
60	72	29122018	100801	8.14	-49.76	11689.1	-1.49	67.92	1002.29	0	6000	500	76	179.302538
60	72	29122018	100802	8.15	-48.34	11689.1	-1.49	67.92	1002.29	0	6000	500	76	179.302538
60	72	29122018	100803	7.97	-48.06	11689.1	-1.49	67.92	1002.29	0	6000	500	76	179.302538
60	73	29122018	100804	7.86	-48.03	12217.5	-1.49	104.51	659.16	0	6000	500	76	293.9685896
60	73	29122018	100805	7.77	-47.95	14692.5	-1.49	113	717.06	0	6000	500	76	293.9685896
60	73	29122018	100807	7.4	-48.82	9895.7	-1.49	80.77	651.9	0	6000	500	76	293.9685896
60	73	29122018	100807	7.88	-47.35	10715.7	-1.49	115.29	584.6	0	6000	500	76	292.1778654
60	73	29122018	100809	7.75	-47.58	13538.7	-1.49	102.27	647.45	0	6000	500	76	292.1778654
60	73	29122018	100810	7.7	-47.35	11874.9	-1.49	105.75	556.33	0	6000	500	76	292.1778654
60	74	29122018	100822	6.9	-46.84	16179.2	-1.49	143.66	642.26	0	6000	500	76	288.8795368
60	74	29122018	100823	6.81	-47.63	19737.7	-1.49	147.64	698.59	0	6000	500	76	288.0666479
60	74	29122018	100825	6.75	-47.37	16754.8	-1.49	139.7	623.26	0	6000	500	76	288.0666479
60	74	29122018	100825	7.06	-47.05	16257.3	-1.49	139.08	547.03	0	6000	500	76	286.4722141
60	74	29122018	100827	6.9	-47.19	17576.7	-1.49	141.09	763.5	0	6000	500	76	286.4722141
60	74	29122018	100828	6.85	-47.19	15831	-1.49	137.25	763.5	0	6000	500	76	286.4722141
60	75	29122018	100833	7.16	-46.72	13864.7	-1.49	117.91	851.35	0	6000	500	76	283.8208505
60	75	29122018	100834	7.07	-47.29	13864.7	-1.49	117.91	851.35	0	6000	500	76	283.8208505
60	75	29122018	100835	7.13	-47.41	13864.7	-1.49	117.91	851.35	0	6000	500	76	283.8208505
60	76	29122018	100836	7.31	-47.27	11778.1	-1.49	119.51	500.47	0	6000	500	76	179.302538
60	76	29122018	100838	7.31	-47.5	11778.1	-1.49	119.51	500.47	0	6000	500	76	179.302538
60	76	29122018	100839	7.37	-47.82	11778.1	-1.49	119.51	500.47	0	6000	500	76	179.302538
60	77	29122018	100840	7.57	-47.01	9308.8	-1.49	99.94	468.19	0	6000	500	76	279.4651501
60	77	29122018	100841	7.66	-47.44	10723.6	-1.49	105.18	470.44	0	6000	500	76	279.4651501
60	77	29122018	100842	7.57	-47.49	9426.4	-1.49	99.46	465.98	0	6000	500	76	279.4651501
60	77	29122018	100843	7.71	-47.33	9318.1	-1.49	100.22	430.61	0	6000	500	76	270.5498787
60	77	29122018	100844	7.82	-47.97	8962.7	-1.49	97.48	431	0	6000	500	76	270.5498787
60	77	29122018	100845	7.86	-48.45	8020.3	-1.49	86.56	434.08	0	6000	500	76	270.5498787
60	77	29122018	100847	8.04	-49.19	8493.8	-1.49	90.07	468.19	0	6000	500	76	265.9310362
60	77	29122018	100848	8.03	-48.84	7875.5	-1.49	82.82	467.99	0	6000	500	76	265.9310362
60	77	29122018	100849	8.06	-49.1	7616.1	-1.49	82.82	443.84	0	6000	500	76	265.9310362
60	77	29122018	100851	8.71	-48.03	6534.8	-1.49	85.59	351.97	0	6000	500	76	250.4272247
60	77	29122018	100852	8.41	-48.49	5854.5	-1.49	74.71	392.2	0	6000	500	76	250.4272247
60	77	29122018	100853	8.39	-49.07	5687.3	-1.49	73.69	392.23	0	6000	500	76	250.4272247
60	77	29122018	100854	8.66	-48.25	5917	-1.49	77.24	348.07	0	6000	500	76	245.5963549
60	77	29122018	100855	8.57	-49.84	6164.2	-1.49	77.36	401.5	0	6000	500	76	245.5963549
60	77	29122018	100856	8.61	-49.15	6412.6	-1.49	74.12	390.01	0	6000	500	76	245.5963549
60	77	29122018	100858	9.5	-43.67	6271.7	-1.49	72.09	432.59	0	6000	500	76	237.9029421
60	78	29122018	100904	8.95	-49.51	2663	-1.49	37.02	352.98	0	6000	500	76	228.0299209
60	78	29122018	100906	8.95	-49.43	3286.3	-1.49	39.36	423.38	0	6000	500	76	228.0299209
60	78	29122018	100907	8.91	-49.64	2822.9	-1.49	36.21	344.77	0	6000	500	76	228.0299209
60	78	29122018	100908	9.37	-48.74	2571.4	-1.49	36.28	358.36	0	6000	500	76	220.6466101
60	78	29122018	100909	9.3	-48.92	3641.5	-1.49	44.94	371.38	0	6000	500	76	220.6466101
60	78	29122018	100911	9.24	-48.27	3147	-1.49	40.65	361.55	0	6000	500	76	220.6466101
60	79	29122018	100912	9.23	-46.24	3544	-1.49	32.06	432.51	0	6000	500	76	179.302538
60	79	29122018	100913	9.28	-48.61	3544	-1.49	32.06	432.51	0	6000	500	76	179.302538
60	79	29122018	100914	9.28	-48.49	3544	-1.49	32.06	432.51	0	6000	500	76	179.302538
60	80	29122018	100915	9.49	-49	3918.6	-1.49	42.13	452.9	0	6000	500	76	217.4352761
60	80	29122018	100916	9.79	-45.5	3918.6	-1.49	42.13	452.9	0	6000	500	76	217.4352761
60	80	29122018	100917	9.5	-48.41	3918.6	-1.49	42.13	452.9	0	6000	500	76	217.4352761
60	81	29122018	100918	9.8	-46.31	6764.2	-1.49	61.89	446.07	0	6000	500	76	179.302538
60	81	29122018	100919	9.66	-47.74	6764.2	-1.49	61.89	446.07	0	6000	500	76	179.302538
60	81	29122018	100921	9.75	-47.55	6764.2	-1.49	61.89	446.07	0	6000	500	76	179.302538
60	82	29122018	100922	9.95	-47.47	7228.3	-1.49	68.02	490.22	0	6000	500	76	211.0159242
60	82	29122018	100923	9.91	-46.08	7227.2	-1.49	68.02	490.22	0	6000	500	76	211.0159242
60	82	29122018	100924	10.02	-48.4	7390.9	-1.49	68.04	457.64	0	6000	500	76	209.732088
60	83	29122018	100925	9.93	-48.06	5376.3	-1.49	55	445.43	0	6000	500	76	179.302538
60	83	29122018	100926	10.12	-46.55	5376.3	-1.49	55	445.43	0	6000	500	76	179.302538
60	83	29122018	100928	9.98	-48.7	5376.3	-1.49	55	445.43	0	6000	500	76	179.302538
60	84	29122018	100929	10.08	-48.21	4564	-1.49	57.22	408.01	0	6000	500	76	204.9809757
60	84	29122018	100930	10.17	-48.84	5646.8	-1.49	60.05	570.52	0	6000	500	76	204.9809757
60	84	29122018	100931	10.22	-46.99	4712.2	-1.49	59.55	407.79	0	6000	500	76	204.9809757
60	84	29122018	100932	10.49	-45.63	4433.6	-1.49	62.06	401.19	0	6000	500	76	201.9758165
60	84	29122018	100934	10.18	-47.72	6232.2	-1.49	62.03	489.52	0	6000	500	76	201.9758165
60	84	29122018	100935	10.21	-47.43	6006.1	-1.49	59.81	489.52	0	6000	500	76	201.9758165
60	85	29122018	100936	10.24	-48.09	8240	-1.49	78.03	487.58	0	6000	500	76	179.302538
60	85	29122018	100937	10.18	-48.43	8935.7	-1.49	78.03	543.68	0	6000	500	76	179.302538
60	85	29122018	100939	9.96	-44.06	8588.9	-1.49	78.03	543.68	0	6000	500	76	179.302538
60	86	29122018	100939	10.09	-42.05	5729.1	-1.49	65.18	383.27	0	6000	500	76	201.9636606
60	86	29122018	100941	9.91	-48.6	7856.3	-1.49	90.69	459.92	0	6000	500	76	201.9636606
60	86	29122018	100942	10.12	-46.83	7487.7	-1.49	87.21	459.92	0	6000	500	76	201.9636606
63	1	30122018	112325	10.03	-49.73	1421.9	-1.49	26.96	311.71	0	6000	500	76	414.1870075
63	1	30122018	112326	9.95	-49.6	2287.4	-1.49	33.71	371.45	0	6000	500	76	414.1870075
63	1	30122018	112327	9.93	-49.31	1719.9	-1.49	33.02	371.45	0	6000	500	76	414.1870075
63	1	30122018	112328	10.16	-50.34	2711.1	-1.49	53.62	396.05	0	6000	500	76	407.071395
63	1	30122018	112329	10	-50.27	3819.8	-1.49	69.35	318.3	0	6000	500	76	407.071395
63	1	30122018	112330	10.11	-45.27	4525.4	-1.49	78.24	381.25	0	6000	500	76	407.071395
63	1	30122018	112332	10.18	-50.07	3183.9	-1.49	71.81	379.8	0	6000	500	76	394.3673278
63	1	30122018	112333	10.29	-49.86	6586.9	-1.49	91.64	431.08	0	6000	500	76	394.3673278
63	1	30122018	112334	10.16	-49.67	4743.3	-1.49	91.64	368.22	0	6000	500	76	394.3673278
63	1	30122018	112338	8.9	-48.86	3531.7	-1.49	43.27	484.6	0	6000	500	76	374.6186063
63	1	30122018	112339	8.85	-49.42	3531.7	-1.49	43.27	484.6	0	6000	500	76	374.6186063
63	1	30122018	112340	8.87	-49.15	3531.7	-1.49	43.27	484.6	0	6000	500	76	374.6186063
63	1	30122018	112345	8.87	-48.67	7149	-1.49	74.05	428.3	0	6000	500	76	356.6668387
63	1	30122018	112346	8.79	-49.4	9678.4	-1.49	100.8	436.04	0	6000	500	76	356.6668387
63	1	30122018	112348	9.3	-45.92	8121.1	-1.49	91.16	440.43	0	6000	500	76	345.2049179
63	1	30122018	112349	9.09	-48.54	8399.4	-1.49	91.19	422.31	0	6000	500	76	340.1804971
63	1	30122018	112350	8.94	-48.6	10345.3	-1.49	104.01	526.84	0	6000	500	76	340.1804971
63	1	30122018	112351	8.89	-48.3	8774.9	-1.49	89.69	434.56	0	6000	500	76	340.1804971
63	1	30122018	112356	8.49	-47.99	10138.6	-1.49	108.33	454.03	0	6000	500	76	324.7326516
63	1	30122018	112357	8.78	-49.05	9943	-1.49	108.33	454.03	0	6000	500	76	324.7326516
63	1	30122018	112358	8.83	-48.95	10093.1	-1.49	107.14	437.2	0	6000	500	76	319.9154499
63	1	30122018	112402	7.98	-47.52	6953.7	-1.49	74.31	421.2	0	6000	500	76	311.838615
63	1	30122018	112404	8	-47.71	7733	-1.49	74.69	423.79	0	6000	500	76	311.838615
63	1	30122018	112405	8	-48.14	6868.4	-1.49	75	414.94	0	6000	500	76	311.838615
63	1	30122018	112406	8.74	-49.54	6927.6	-1.49	78.24	437.9	0	6000	500	76	299.8989149
63	1	30122018	112407	8.51	-48.38	10145.3	-1.49	106.9	441.61	0	6000	500	76	299.8989149
63	1	30122018	112408	8.6	-47.41	8363.1	-1.49	100.29	441.09	0	6000	500	76	299.8989149
63	1	30122018	112412	7.77	-48.35	8967.6	-1.49	90.21	432.15	0	6000	500	76	291.711308
63	1	30122018	112413	7.73	-48.51	9934.7	-1.49	104.94	434.56	0	6000	500	76	291.711308
63	1	30122018	112415	7.54	-48.73	7785.6	-1.49	83.7	411.57	0	6000	500	76	291.711308
63	1	30122018	112416	7.86	-48.97	11480.6	-1.49	102.8	442.4	0	6000	500	76	283.267024
63	1	30122018	112417	7.74	-48.48	11262.3	-1.49	102.35	439.35	0	6000	500	76	283.267024
63	1	30122018	112418	7.65	-48.36	11043.8	-1.49	105.18	438.12	0	6000	500	76	283.267024
63	1	30122018	112419	8.12	-46.83	10134.4	-1.49	104.4	446.36	0	6000	500	76	280.2197684
63	1	30122018	112420	7.53	-48.27	11745.9	-1.49	112.62	486.73	0	6000	500	76	280.2197684
63	1	30122018	112421	7.44	-48.18	10660.6	-1.49	112.1	483.58	0	6000	500	76	280.2197684
63	1	30122018	112426	7.14	-48.92	10513.7	-1.49	106.85	575.21	0	6000	500	76	270.561817
63	1	30122018	112427	7.28	-49.04	10517.6	-1.49	106.8	575.21	0	6000	500	76	270.561817
63	1	30122018	112428	7.4	-49.93	10944.6	-1.49	106.9	527.28	0	6000	500	76	268.4020667
63	1	30122018	112433	6.43	-48.67	8342.5	-1.49	89.33	458.09	0	6000	500	76	260.4340078
63	1	30122018	112434	6.44	-48.77	9419.9	-1.49	91.26	478.56	0	6000	500	76	260.4340078
